llave,valor
llave_1363,valor_73
llave_1364,valor_91
llave_1365,valor_87
llave_1366,valor_18
llave_1367,valor_76
llave_1368,valor_84
llave_1369,valor_61
llave_1370,valor_19
llave_1371,valor_88
llave_1372,valor_7
llave_1373,valor_81
llave_1374,valor_12
llave_1375,valor_21
llave_1376,valor_96
llave_1377,valor_73
llave_1378,valor_44
llave_1379,valor_57
llave_1380,valor_35
llave_1381,valor_62
llave_1382,valor_67
llave_1383,valor_39
llave_1384,valor_83
llave_1385,valor_83
llave_1386,valor_89
llave_1387,valor_24
llave_1388,valor_15
llave_1389,valor_38
llave_1390,valor_44
llave_1391,valor_50
llave_1392,valor_78
llave_1393,valor_56
llave_1394,valor_99
llave_1395,valor_21
llave_1396,valor_71
llave_1397,valor_99
llave_1398,valor_18
llave_1399,valor_41
llave_1400,valor_44
llave_1401,valor_37
llave_1402,valor_50
llave_1403,valor_1
llave_1404,valor_1
llave_1405,valor_72
llave_1406,valor_24
llave_1407,valor_2
llave_1408,valor_73
llave_1409,valor_11
llave_1410,valor_5
llave_1411,valor_45
llave_1412,valor_92
llave_1413,valor_16
llave_1414,valor_80
llave_1415,valor_47
llave_1416,valor_45
llave_1417,valor_92
llave_1418,valor_96
llave_1419,valor_83
llave_1420,valor_18
llave_1421,valor_16
llave_1422,valor_32
llave_1423,valor_69
llave_1424,valor_60
llave_1425,valor_91
llave_1426,valor_22
llave_1427,valor_15
llave_1428,valor_47
llave_1429,valor_25
llave_1430,valor_72
llave_1431,valor_11
llave_1432,valor_83
llave_1433,valor_85
llave_1434,valor_38
llave_1435,valor_90
llave_1436,valor_40
llave_1437,valor_90
llave_1438,valor_32
llave_1439,valor_34
llave_1440,valor_58
llave_1441,valor_59
llave_1442,valor_8
llave_1443,valor_37
llave_1444,valor_40
llave_1445,valor_21
llave_1446,valor_35
llave_1447,valor_61
llave_1448,valor_49
llave_1449,valor_66
llave_1450,valor_89
llave_1451,valor_23
llave_1452,valor_78
llave_1453,valor_16
llave_1454,valor_69
llave_1455,valor_78
llave_1456,valor_18
llave_1457,valor_68
llave_1458,valor_83
llave_1459,valor_82
llave_1460,valor_3
llave_1461,valor_32
llave_1462,valor_26
llave_1463,valor_11
llave_1464,valor_94
llave_1465,valor_2
llave_1466,valor_98
llave_1467,valor_3
llave_1468,valor_59
llave_1469,valor_47
llave_1470,valor_24
llave_1471,valor_8
llave_1472,valor_43
llave_1473,valor_56
llave_1474,valor_99
llave_1475,valor_100
llave_1476,valor_50
llave_1477,valor_99
llave_1478,valor_30
llave_1479,valor_73
llave_1480,valor_28
llave_1481,valor_57
llave_1482,valor_93
llave_1483,valor_23
llave_1484,valor_47
llave_1485,valor_43
llave_1486,valor_90
llave_1487,valor_59
llave_1488,valor_25
llave_1489,valor_13
llave_1490,valor_92
llave_1491,valor_16
llave_1492,valor_28
llave_1493,valor_58
llave_1494,valor_27
llave_1495,valor_86
llave_1496,valor_31
llave_1497,valor_95
llave_1498,valor_91
llave_1499,valor_18
llave_1500,valor_65
llave_1501,valor_89
llave_1502,valor_35
llave_1503,valor_98
llave_1504,valor_86
llave_1505,valor_46
llave_1506,valor_95
llave_1507,valor_77
llave_1508,valor_34
llave_1509,valor_42
llave_1510,valor_80
llave_1511,valor_57
llave_1512,valor_71
llave_1513,valor_68
llave_1514,valor_12
llave_1515,valor_76
llave_1516,valor_39
llave_1517,valor_7
llave_1518,valor_20
llave_1519,valor_9
llave_1520,valor_90
llave_1521,valor_79
llave_1522,valor_41
llave_1523,valor_95
llave_1524,valor_47
llave_1525,valor_24
llave_1526,valor_80
llave_1527,valor_18
llave_1528,valor_7
llave_1529,valor_86
llave_1530,valor_46
llave_1531,valor_9
llave_1532,valor_10
llave_1533,valor_28
llave_1534,valor_61
llave_1535,valor_1
llave_1536,valor_54
llave_1537,valor_94
llave_1538,valor_49
llave_1539,valor_18
llave_1540,valor_38
llave_1541,valor_24
llave_1542,valor_41
llave_1543,valor_89
llave_1544,valor_89
llave_1545,valor_52
llave_1546,valor_11
llave_1547,valor_28
llave_1548,valor_15
llave_1549,valor_74
llave_1550,valor_87
llave_1551,valor_35
llave_1552,valor_30
llave_1553,valor_73
llave_1554,valor_6
llave_1555,valor_37
llave_1556,valor_53
llave_1557,valor_77
llave_1558,valor_14
llave_1559,valor_31
llave_1560,valor_53
llave_1561,valor_77
llave_1562,valor_34
llave_1563,valor_23
llave_1564,valor_8
llave_1565,valor_3
llave_1566,valor_70
llave_1567,valor_15
llave_1568,valor_46
llave_1569,valor_98
llave_1570,valor_78
llave_1571,valor_45
llave_1572,valor_84
llave_1573,valor_85
llave_1574,valor_98
llave_1575,valor_66
llave_1576,valor_40
llave_1577,valor_41
llave_1578,valor_46
llave_1579,valor_24
llave_1580,valor_22
llave_1581,valor_75
llave_1582,valor_70
llave_1583,valor_92
llave_1584,valor_14
llave_1585,valor_74
llave_1586,valor_81
llave_1587,valor_61
llave_1588,valor_85
llave_1589,valor_4
llave_1590,valor_12
llave_1591,valor_20
llave_1592,valor_11
llave_1593,valor_87
llave_1594,valor_21
llave_1595,valor_75
llave_1596,valor_57
llave_1597,valor_92
llave_1598,valor_7
llave_1599,valor_66
llave_1600,valor_25
llave_1601,valor_58
llave_1602,valor_98
llave_1603,valor_32
llave_1604,valor_7
llave_1605,valor_84
llave_1606,valor_24
llave_1607,valor_80
llave_1608,valor_17
llave_1609,valor_16
llave_1610,valor_70
llave_1611,valor_69
llave_1612,valor_72
llave_1613,valor_61
llave_1614,valor_75
llave_1615,valor_35
llave_1616,valor_85
llave_1617,valor_62
llave_1618,valor_7
llave_1619,valor_45
llave_1620,valor_52
llave_1621,valor_26
llave_1622,valor_44
llave_1623,valor_27
llave_1624,valor_24
llave_1625,valor_21
llave_1626,valor_63
llave_1627,valor_87
llave_1628,valor_60
llave_1629,valor_22
llave_1630,valor_75
llave_1631,valor_58
llave_1632,valor_46
llave_1633,valor_1
llave_1634,valor_82
llave_1635,valor_52
llave_1636,valor_84
llave_1637,valor_9
llave_1638,valor_3
llave_1639,valor_33
llave_1640,valor_72
llave_1641,valor_50
llave_1642,valor_8
llave_1643,valor_29
llave_1644,valor_30
llave_1645,valor_46
llave_1646,valor_15
llave_1647,valor_22
llave_1648,valor_1
llave_1649,valor_52
llave_1650,valor_70
llave_1651,valor_67
llave_1652,valor_70
llave_1653,valor_27
llave_1654,valor_9
llave_1655,valor_63
llave_1656,valor_48
llave_1657,valor_30
llave_1658,valor_95
llave_1659,valor_23
llave_1660,valor_85
llave_1661,valor_3
llave_1662,valor_30
llave_1663,valor_100
llave_1664,valor_1
llave_1665,valor_23
llave_1666,valor_60
llave_1667,valor_10
llave_1668,valor_5
llave_1669,valor_22
llave_1670,valor_89
llave_1671,valor_32
llave_1672,valor_20
llave_1673,valor_70
llave_1674,valor_80
llave_1675,valor_44
llave_1676,valor_72
llave_1677,valor_82
llave_1678,valor_19
llave_1679,valor_8
llave_1680,valor_22
llave_1681,valor_62
llave_1682,valor_76
llave_1683,valor_82
llave_1684,valor_40
llave_1685,valor_48
llave_1686,valor_12
llave_1687,valor_91
llave_1688,valor_68
llave_1689,valor_24
llave_1690,valor_29
llave_1691,valor_14
llave_1692,valor_4
llave_1693,valor_9
llave_1694,valor_20
llave_1695,valor_61
llave_1696,valor_58
llave_1697,valor_55
llave_1698,valor_63
llave_1699,valor_51
llave_1700,valor_7
llave_1701,valor_94
llave_1702,valor_46
llave_1703,valor_91
llave_1704,valor_93
llave_1705,valor_43
llave_1706,valor_66
llave_1707,valor_62
llave_1708,valor_96
llave_1709,valor_55
llave_1710,valor_26
llave_1711,valor_90
llave_1712,valor_93
llave_1713,valor_95
llave_1714,valor_98
llave_1715,valor_81
llave_1716,valor_27
llave_1717,valor_58
llave_1718,valor_59
llave_1719,valor_95
llave_1720,valor_67
llave_1721,valor_75
llave_1722,valor_89
llave_1723,valor_4
llave_1724,valor_57
llave_1725,valor_87
llave_1726,valor_97
llave_1727,valor_73
llave_1728,valor_26
llave_1729,valor_10
llave_1730,valor_81
llave_1731,valor_46
llave_1732,valor_35
llave_1733,valor_10
llave_1734,valor_11
llave_1735,valor_77
llave_1736,valor_4
llave_1737,valor_95
llave_1738,valor_65
llave_1739,valor_86
llave_1740,valor_76
llave_1741,valor_17
llave_1742,valor_2
llave_1743,valor_29
llave_1744,valor_99
llave_1745,valor_81
llave_1746,valor_16
llave_1747,valor_82
llave_1748,valor_13
llave_1749,valor_66
llave_1750,valor_68
llave_1751,valor_45
llave_1752,valor_71
llave_1753,valor_74
llave_1754,valor_3
llave_1755,valor_4
llave_1756,valor_47
llave_1757,valor_81
llave_1758,valor_39
llave_1759,valor_19
llave_1760,valor_94
llave_1761,valor_95
llave_1762,valor_88
llave_1763,valor_68
llave_1764,valor_66
llave_1765,valor_87
llave_1766,valor_55
llave_1767,valor_95
llave_1768,valor_31
llave_1769,valor_86
llave_1770,valor_9
llave_1771,valor_66
llave_1772,valor_49
llave_1773,valor_87
llave_1774,valor_56
llave_1775,valor_31
llave_1776,valor_15
llave_1777,valor_89
llave_1778,valor_9
llave_1779,valor_35
llave_1780,valor_62
llave_1781,valor_71
llave_1782,valor_23
llave_1783,valor_100
llave_1784,valor_56
llave_1785,valor_97
llave_1786,valor_30
llave_1787,valor_4
llave_1788,valor_76
llave_1789,valor_16
llave_1790,valor_42
llave_1791,valor_20
llave_1792,valor_28
llave_1793,valor_96
llave_1794,valor_65
llave_1795,valor_54
llave_1796,valor_49
llave_1797,valor_70
llave_1798,valor_76
llave_1799,valor_39
llave_1800,valor_7
llave_1801,valor_72
llave_1802,valor_52
llave_1803,valor_17
llave_1804,valor_23
llave_1805,valor_24
llave_1806,valor_69
llave_1807,valor_31
llave_1808,valor_60
llave_1809,valor_42
llave_1810,valor_50
llave_1811,valor_77
llave_1812,valor_100
llave_1813,valor_26
llave_1814,valor_39
llave_1815,valor_53
llave_1816,valor_46
llave_1817,valor_67
llave_1818,valor_37
llave_1819,valor_73
llave_1820,valor_96
llave_1821,valor_5
llave_1822,valor_96
llave_1823,valor_4
llave_1824,valor_82
llave_1825,valor_94
llave_1826,valor_54
llave_1827,valor_48
llave_1828,valor_17
llave_1829,valor_62
llave_1830,valor_87
llave_1831,valor_3
llave_1832,valor_43
llave_1833,valor_9
llave_1834,valor_66
llave_1835,valor_40
llave_1836,valor_35
llave_1837,valor_57
llave_1838,valor_8
llave_1839,valor_13
llave_1840,valor_48
llave_1841,valor_32
llave_1842,valor_38
llave_1843,valor_70
llave_1844,valor_84
llave_1845,valor_6
llave_1846,valor_11
llave_1847,valor_38
llave_1848,valor_49
llave_1849,valor_35
llave_1850,valor_62
llave_1851,valor_56
llave_1852,valor_72
llave_1853,valor_99
llave_1854,valor_91
llave_1855,valor_14
llave_1856,valor_9
llave_1857,valor_65
llave_1858,valor_95
llave_1859,valor_42
llave_1860,valor_65
llave_1861,valor_27
llave_1862,valor_17
llave_1863,valor_28
llave_1864,valor_58
llave_1865,valor_100
llave_1866,valor_98
llave_1867,valor_89
llave_1868,valor_79
llave_1869,valor_43
llave_1870,valor_64
llave_1871,valor_74
llave_1872,valor_34
llave_1873,valor_88
llave_1874,valor_44
llave_1875,valor_46
llave_1876,valor_38
llave_1877,valor_70
llave_1878,valor_86
llave_1879,valor_85
llave_1880,valor_3
llave_1881,valor_4
llave_1882,valor_36
llave_1883,valor_71
llave_1884,valor_81
llave_1885,valor_81
llave_1886,valor_2
llave_1887,valor_10
llave_1888,valor_30
llave_1889,valor_39
llave_1890,valor_16
llave_1891,valor_81
llave_1892,valor_76
llave_1893,valor_77
llave_1894,valor_54
llave_1895,valor_16
llave_1896,valor_33
llave_1897,valor_89
llave_1898,valor_56
llave_1899,valor_41
llave_1900,valor_44
llave_1901,valor_51
llave_1902,valor_26
llave_1903,valor_2
llave_1904,valor_6
llave_1905,valor_72
llave_1906,valor_85
llave_1907,valor_18
llave_1908,valor_62
llave_1909,valor_54
llave_1910,valor_89
llave_1911,valor_68
llave_1912,valor_43
llave_1913,valor_24
llave_1914,valor_27
llave_1915,valor_25
llave_1916,valor_95
llave_1917,valor_9
llave_1918,valor_5
llave_1919,valor_5
llave_1920,valor_55
llave_1921,valor_86
llave_1922,valor_94
llave_1923,valor_30
llave_1924,valor_48
llave_1925,valor_36
llave_1926,valor_65
llave_1927,valor_76
llave_1928,valor_67
llave_1929,valor_98
llave_1930,valor_26
llave_1931,valor_95
llave_1932,valor_44
llave_1933,valor_10
llave_1934,valor_70
llave_1935,valor_75
llave_1936,valor_77
llave_1937,valor_30
llave_1938,valor_9
llave_1939,valor_46
llave_1940,valor_64
llave_1941,valor_11
llave_1942,valor_63
llave_1943,valor_12
llave_1944,valor_93
llave_1945,valor_68
llave_1946,valor_29
llave_1947,valor_67
llave_1948,valor_53
llave_1949,valor_85
llave_1950,valor_48
llave_1951,valor_73
llave_1952,valor_90
llave_1953,valor_99
llave_1954,valor_57
llave_1955,valor_16
llave_1956,valor_51
llave_1957,valor_42
llave_1958,valor_3
llave_1959,valor_63
llave_1960,valor_86
llave_1961,valor_27
llave_1962,valor_100
llave_1963,valor_18
llave_1964,valor_84
llave_1965,valor_46
llave_1966,valor_92
llave_1967,valor_15
llave_1968,valor_59
llave_1969,valor_63
llave_1970,valor_89
llave_1971,valor_15
llave_1972,valor_3
llave_1973,valor_32
llave_1974,valor_71
llave_1975,valor_13
llave_1976,valor_32
llave_1977,valor_63
llave_1978,valor_80
llave_1979,valor_55
llave_1980,valor_55
llave_1981,valor_42
llave_1982,valor_2
llave_1983,valor_12
llave_1984,valor_95
llave_1985,valor_91
llave_1986,valor_45
llave_1987,valor_39
llave_1988,valor_1
llave_1989,valor_45
llave_1990,valor_98
llave_1991,valor_73
llave_1992,valor_3
llave_1993,valor_20
llave_1994,valor_59
llave_1995,valor_43
llave_1996,valor_100
llave_1997,valor_2
llave_1998,valor_81
llave_1999,valor_28
llave_2000,valor_31
